"v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","time","amount","class"
1.92011051834652,0.0540598087494234,-1.65259165429303,1.43678251443978,0.373197685016051,-1.12898076180557,0.720769564426192,-0.435788747516532,0.191144989223219,0.231149076796082,-0.966936709259482,0.34075319588332,-0.226582082342651,0.541255780066332,-0.514527892453654,-0.733270626432887,-0.126475807532204,123532,64.8,0
0.326698126110929,0.163725335987091,-2.81657973457478,-2.698639644851,3.10665819170927,2.75120610549373,0.517053256487731,0.523333642509953,-1.48648611737389,-0.114324262842587,0.106817879015905,-1.10010952028411,-0.409329311584748,-0.971973166446385,-0.601476296956153,0.544972505391081,1.24859646011222,137386,40.35,0
-0.347782859219581,0.648108018513525,0.545413133836134,-2.52881718223245,1.16686829929778,0.0919640601842274,1.03063716969584,-0.126028894084372,0.514945269866922,-1.05179547172479,0.529742602388568,1.07081999203171,0.897411215197995,0.0279898709907236,0.426924521571836,-0.326463156969612,-1.09312590517057,3374,1,0
1.38960906350651,-0.250475212601733,-0.0640933763061568,-0.733402420062626,-0.575916623385674,-1.1717486178585,-0.0444654211056641,-0.344371127153631,-1.60293257071981,0.8202662173827,1.85191539430126,0.760457866752839,1.16500536670369,0.0919985812291629,-0.420962088012715,0.808574894888639,0.164980718292154,74774,15,0
1.5436344210854,-1.18863881621859,0.586426015427394,-1.41930829003238,-1.74558134876528,-0.568448177437295,-1.38271514441051,-0.0151187571624074,-1.31065677961454,1.47921735932045,-1.24195697822205,-1.94940147372712,-0.978522405108429,-0.200348961378812,1.05631102205556,0.0717563570067773,0.287146597381107,1609,6.4,0
-0.41868370209366,0.68696559981515,1.48561046918258,-0.10878824899703,0.519357411629096,-0.128917304331873,0.522543200856761,-0.050664994766367,1.12828534147401,-0.245273452898865,1.27031686369833,-3.24222230710016,-0.20218369337612,1.90347414785725,-0.283320160947794,0.613402975475188,-0.20509465061851,24286,17.99,0
-4.9770221774397,3.10154641154724,0.481852526506331,2.46441524620077,-1.83888303096813,1.76536423800412,-1.35527076286945,1.49704889654146,0.753219020136376,3.23868870662354,0.831071087643245,0.374585267403242,-1.12893013180303,0.101651765960199,0.583555471447764,-0.321903769886152,0.963585775519353,65442,47.62,0
1.40484473278138,-0.95826864471181,-0.613265525662223,-1.79773662864859,1.00997793933474,3.53583769238222,-1.5825395618588,0.926631035289891,-0.544847619075938,0.659983877640857,-0.0767215905989073,-0.76048300243643,0.358026217991407,-0.322374964501557,1.29390548337807,1.80274187614622,-0.448375408928601,51717,24.99,0
-0.365269819041419,1.14636316897792,-0.780736815021216,-0.819486106335473,0.931000773066107,-0.4045111067765,0.721083770385395,0.169163295727616,0.347891066107637,0.00290423659297318,0.463648488922485,-0.383925195884805,-1.62910243057539,-0.661388327769241,-0.702109029539987,0.667892222838279,0.0607995390800675,160179,7.99,0
1.80244358882585,-0.555594525194574,-3.29138510578799,-0.528816738745827,2.51744928768971,3.06818700260168,-0.261794317418304,0.695261295404522,0.220924087296136,-0.342342187792364,0.418566496872923,-0.0598214174630831,-0.143447940855964,-0.558393004217997,1.21013659725438,0.392594253944358,0.3320331501027,161615,134.78,0
-2.83156652843065,-0.8519481994391,0.346756632896141,0.415854082762194,-2.17393417197975,0.89098140343954,1.52093244968957,0.792527107936176,0.306408805568207,-1.83641398949981,-1.40579204886585,0.559332499850166,-0.183235737698767,-0.0128517005603526,-1.46026825810993,0.610987539685188,-0.206053834210107,80340,467.34,0
1.60236160531389,-1.55516223508655,-1.35667476588508,-1.49424500904241,-0.64427191582784,-0.32242285677534,-0.259440858336893,-0.159932990895498,2.09179645279583,-1.03980429039113,-1.1480233522436,0.686669904372662,0.820326062468059,-0.0767808408093295,1.61898247068867,-0.0216077731361904,-0.730806465711882,124584,276.55,0
2.00054659773791,-0.111890287787506,-0.477747427245272,1.14560726308272,-0.17284626723372,0.034430775422409,-0.529887964110713,0.0404909643447433,0.889663782315748,0.21569996402467,-1.19380972996443,0.193696767169432,0.361972416767128,-0.0661851733661273,0.823208454963018,0.56847741052432,-0.93568413975535,146049,1,0
2.03713935619937,-0.15205077290575,-2.95771654674833,-0.577064409767037,2.60779013878067,3.14321371947652,-0.414772941650975,0.783980257654344,0.359715098909844,-0.351815666064538,0.329673663863396,0.183573610690037,-0.272635069276752,-0.597076695510403,0.584096831427345,0.178885548793376,0.473945417180385,116400,3.57,0
1.86104908360237,-0.326425776841601,-0.844626337917836,1.71196786909306,-0.276909691702892,0.221587232628968,-0.676209553969949,0.227933401868115,1.66300971112976,-0.460580271229702,-1.49136962513741,-0.51362161004655,-1.5830556658331,-1.47891511270006,-0.648234410464518,0.100627090353311,0.864234423781606,141035,40.8,0
1.16547438074707,0.177812525066395,0.274765028980491,0.538160856672797,-0.214412271883176,-0.298776744220626,-0.157117624509188,0.13675130045077,-0.0837449673747842,-0.130395790041869,1.68531947546843,0.490809510247145,-0.849941108657958,0.131236504843983,0.752594337762514,0.429271091138956,0.0768834376997503,79157,3.99,0
1.76966286288179,-0.523392295593329,0.074667873877041,1.44352642481349,-0.939140036597665,-0.261957678356202,-0.647460683300172,0.0538517508235333,1.22574622366407,0.118994575042218,-1.10432791263492,0.176384164220843,-0.161077530634713,-0.140880702392755,0.690188255936282,0.608672095085358,-0.770685290226836,140293,90,0
2.06714520902903,-1.13269274694226,-0.0844086971803624,-0.428325892160343,-1.35787888888214,0.0100950525996231,-1.37973968481877,0.144535626559014,0.428981813760218,0.795481908739117,-1.34620832174207,-0.391227533396007,-0.146743808460488,-0.361304005694271,0.743475957259016,-0.746743589488158,-0.405760519897722,154759,27.99,0
-0.827902531221412,1.15074332977541,0.84418954035021,-0.772489239278754,0.00779724342811491,-0.74555776400354,0.334973165749555,0.35413927383492,-0.0548019292278527,-1.87367567553585,-0.684736514628069,0.625595621157157,1.23377707013239,-1.3214870387699,0.24606210988453,0.690351529551128,0.426718021270597,162537,20,0
-2.00585344323827,2.23898650113116,-2.0426616720326,-1.00189105587033,1.44794110218592,-1.2064387905976,2.01021184909128,-1.42454218628407,1.90946195370127,2.59314840446797,-0.52161407765692,-1.18179544759003,-1.37749731325855,-2.03718454443149,-0.300534786020929,-0.590625704161034,0.298195108471789,132868,18.5,0
-0.745719960245474,0.724838746177055,2.01508263130551,-1.42279503441088,-0.2628807056586,-0.849840032713363,0.655866634387929,-0.387444144941854,-1.55905571138556,0.610375608484372,0.739024144435043,-0.157315213016536,0.91842380621724,-0.532216218692536,0.657841583030872,0.32240847873257,0.667402564427624,33693,2.94,0
-2.68278026006403,-2.02856186229445,1.74522254694199,-1.15795189461715,-0.143692068593354,-0.807503312436248,-1.15414128989402,0.43691697683125,-0.29344165098946,0.0782507442151524,-0.691762180125591,-0.753092037576551,-0.287883808214425,-0.617361376990121,0.121761617515099,1.24760595104251,0.393748567421402,39077,102,0
-10.8872308011674,-12.3670049845323,-2.39921389795222,0.0553309995179639,-5.9325793946382,2.00713813886027,6.63943669003674,-1.72785342769508,-0.482307672319044,0.838480172596714,-0.532830145383712,-1.87228321614867,1.50454782378732,-1.86202734243702,1.75629047601107,2.09285706702588,-1.04923106661071,128216,2205.08,0
0.588267289664626,-1.41915841650404,0.793132226294156,0.256085489334184,-1.1472785264849,0.938415244222815,-0.671383620937285,0.495451966999249,1.12546810135116,-0.448336120671087,1.11520898157714,0.684527040283967,-1.54312528930743,0.0422588939595695,-0.307110267173954,-0.413623399758719,0.546545680511585,83611,263.12,0
-0.181235418076663,-3.93194963662196,-1.22983368154547,-0.7701298072254,-1.8537116998779,0.0412800816611155,0.315537546632843,-0.288428940277895,-1.96697942910066,1.17308141050675,0.0803547225971533,-0.865942671608436,-0.485273711054781,0.196514416338045,-0.802652837813609,-0.378220066624558,0.410854946826274,33561,907.5,0
-0.570532168570554,1.8748562576188,-1.49103950093082,0.722010008893934,1.81454815905268,0.22300944376411,1.02487064621666,0.341786601896579,-1.16695964319976,-0.586907152175678,0.146790358255686,0.600794741638665,0.813594890491911,-0.812816049387988,-0.88290663416992,-0.141713806079019,0.808118268708296,124293,7.62,0
-0.676659351629196,1.47937190198482,1.32282251647473,1.09519205041463,1.08795737141636,-0.289922748011533,1.36952920890927,-0.0697319986441699,-1.98238246500844,0.119528940787131,0.720338754573994,0.477020076436259,0.399236448957416,0.425706527711011,-1.24437852575805,0.793470684585486,-1.16950984255211,38126,8.37,0
1.09206017389148,0.280470826441877,-0.15357888447253,1.09871749053925,0.264391450718592,-0.345551888118404,0.449991402321259,-0.0857211577817778,-0.635953233354577,0.198762352870112,1.57005535988651,1.05301786110595,0.0638472129267747,0.764109748405394,0.183049380334636,-0.271332507914927,-0.308470286105389,75934,50.8,0
1.11008861679314,-0.214107889871452,1.35177106209606,0.895682165965726,-1.07858805854025,-0.028868623807769,-0.697363707313077,0.193665625835923,0.918250815519991,-0.2831744547216,-0.234014582029891,0.586556472705499,-0.122886169374696,-0.340278454872673,0.437317321104775,-0.220803658319244,0.228458649090571,41001,11.5,0
-3.82726261883772,3.25288114024561,-2.19483772890457,-2.29686864558279,3.21561402053407,4.84963159298463,-2.36214689426991,-8.88028631247297,1.12341835896449,-0.324106613623179,0.83669408599687,-2.02254883121234,0.867051705133938,2.64892863727065,-0.36149083939349,-0.727980142559965,1.16100798716086,96595,2.56,0
